New source,Source Latitude (deg),Source Longitude (deg),Plume Latitude (deg),Plume Longitude (deg),Candidate ID,Line name,Date of detection,Time of detection (UTC),Vista ID,Source type (best estimate),Sectors (IPCC),IME/L (kg/m),sIME (kg/m),u10 (m/s),su10 (m/s),Qplume (kg/hr)*,sQplume (kg/hr)*,Nearest facility
S01045,35.249949,-119.116194,35.249949,-119.116194,ang20171113t195800-A,ang20171113t195800,11/13/17,19:58:00,DAF000866,dairy/manure,3A2 Manure Management,0.016,0.003,1.89,0.06,,,Vanden Berge Dairy
S01046,35.18867,-119.115888,35.18867,-119.115888,ang20171010t194108-A,ang20171010t194108,10/10/17,19:41:08,DAF000891,dairy/manure,3A2 Manure Management,0.018,0.007,2.68,0.25,,,Western Sky Dairy
S01046,35.18867,-119.115888,35.18867,-119.115888,ang20171113t193740-D,ang20171113t193740,11/13/17,19:37:40,DAF000891,dairy/manure,3A2 Manure Management,0.027,0.014,2.08,0.09,203,106,Western Sky Dairy
S01046,35.18867,-119.115888,35.18867,-119.115888,ang20171113t194233-A,ang20171113t194233,11/13/17,19:42:33,DAF000891,dairy/manure,3A2 Manure Management,0.011,0.007,1.98,0.08,,,Western Sky Dairy
S01047,35.202494,-119.17166,35.202494,-119.17166,ang20171113t193740-B,ang20171113t193740,11/13/17,19:37:40,DAF000589,dairy/manure,3A2 Manure Management,0.018,0.004,2.08,0.09,,,Maple Dairy - AJ Bos Operator
S01048,35.215113,-119.185913,35.215113,-119.185913,ang20171113t193740-C,ang20171113t193740,11/13/17,19:37:40,DAF000649,dairy/manure,3A2 Manure Management,0.052,0.014,2.08,0.09,,,Newhouse Dairy
S01050,35.479763,-119.340557,35.479763,-119.340557,ang20171113t185442-A,ang20171113t185442,11/13/17,18:54:42,DAF000661,dairy/manure,3A2 Manure Management,0.022,0.003,0.94,0.09,,,Unknown dairy 32
S01051,35.187804,-119.114623,35.187804,-119.114623,ang20171113t182028-B,ang20171113t182028,11/13/17,18:20:28,DAF000891,dairy/manure,3A2 Manure Management,0.079,0.022,1.81,0.04,512,141,Western Sky Dairy
S01052,35.178119,-119.123154,35.178119,-119.123154,ang20171010t193506-B,ang20171010t193506,10/10/17,19:35:06,DAF000891,dairy/manure - digester,3A2 Manure Management,0.043,0.014,2.95,0.44,456,159,Carlos Echeverria & Sons Dairy
S01052,35.178119,-119.123154,35.178119,-119.123154,ang20171113t181422-A,ang20171113t181422,11/13/17,18:14:22,DAF000891,dairy/manure - digester,3A2 Manure Management,0.03,0.007,1.8,0.06,195,45,Carlos Echeverria & Sons Dairy
S01056,35.166344,-119.108336,35.166344,-119.108336,ang20171113t193740-A,ang20171113t193740,11/13/17,19:37:40,DAF000104,dairy/manure,3A2 Manure Management,0.071,0.018,2.08,0.09,529,140,Bidart Dairy No. 2
S01057,35.178311,-119.122364,35.178311,-119.122364,ang20171026t202604-C,ang20171026t202604,10/26/17,20:26:04,DAF000891,dairy/manure,3A2 Manure Management,0.02,0.004,2.81,0.1,199,39,Carlos Echeverria & Sons Dairy
S01058,35.206136,-119.173324,35.206136,-119.173324,ang20171026t202604-D,ang20171026t202604,10/26/17,20:26:04,DAF000589,dairy/manure,3A2 Manure Management,0.013,0.003,2.81,0.1,129,27,Maple Dairy - AJ Bos Operator
S01059,35.207673,-119.173218,35.207673,-119.173218,ang20171010t193506-C,ang20171010t193506,10/10/17,19:35:06,DAF000589,dairy/manure,3A2 Manure Management,0.028,0.005,2.95,0.44,296,72,Maple Dairy - AJ Bos Operator
S01060,35.215898,-119.203719,35.215898,-119.203719,ang20171026t202604-F,ang20171026t202604,10/26/17,20:26:04,DAF000523,dairy/manure - digester,3A2 Manure Management,0.03,0.006,2.81,0.1,305,66,Lakeview Dairy
SLF010,33.717149,-117.702502,33.717149,-117.702502,ang20161001t184552-E,ang20161001t184552,10/1/16,18:45:52,LNF000251,landfill,4A1 Managed Waste Disposal Sites,0.058,0.02,2.12,0.51,442,184,Frank R. Bowerman
SLF010,33.717149,-117.702502,33.717149,-117.702502,ang20171023t215413-G,ang20171023t215413,10/23/17,21:54:13,LNF000251,landfill,4A1 Managed Waste Disposal Sites,0.007,0.002,2.01,1.22,52,34,Frank R. Bowerman
SLF010,33.717149,-117.702502,33.717149,-117.702502,ang20171023t215413-G,ang20171023t215413,10/23/17,21:54:13,LNF000251,landfill,4A1 Managed Waste Disposal Sites,0.007,0.001,2.01,1.22,54,33,Frank R. Bowerman
SLF010,33.71463,-117.705958,33.71463,-117.705958,ang20171023t215031-C,ang20171023t215031,10/23/17,21:50:31,LNF000251,landfill,4A1 Managed Waste Disposal Sites,0.037,0.01,2.01,1.22,264,174,Frank R. Bowerman
SLF010,33.71463,-117.705958,33.71463,-117.705958,ang20171023t215413-H,ang20171023t215413,10/23/17,21:54:13,LNF000251,landfill,4A1 Managed Waste Disposal Sites,0.004,0.002,2.01,1.22,27,20,Frank R. Bowerman
SLF010,33.71463,-117.705958,33.71463,-117.705958,ang20171023t215413-H,ang20171023t215413,10/23/17,21:54:13,LNF000251,landfill,4A1 Managed Waste Disposal Sites,0.042,0.012,2.01,1.22,301,202,Frank R. Bowerman
S01071,35.477061,-119.447725,35.477061,-119.447725,ang20171010t205643-A,ang20171010t205643,10/10/17,20:56:43,DAF000604,dairy/manure,3A2 Manure Management,0.046,0.012,2.17,0.21,361,100,Maya Dairy
S01073,35.252062,-119.158669,35.252062,-119.158669,ang20171010t195237-C,ang20171010t195237,10/10/17,19:52:37,DAF000097,dairy/manure,3A2 Manure Management,0.018,0.006,2.35,0.39,155,54,Belonave Dairy
SLF001,37.756446,-121.657357,37.756446,-121.657357,ang20170618t182621-H,ang20170618t182621,6/18/17,18:26:21,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.045,0.007,3.59,0.19,579,92,Altamont Landfill & Resource Recovery
SLF001,37.756446,-121.657357,37.756446,-121.657357,ang20171006t184157-O,ang20171006t184157,10/6/17,18:41:57,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.012,0.001,2.95,0.46,131,23,Altamont Landfill & Resource Recovery
SLF001,37.756446,-121.657357,37.756446,-121.657357,ang20171006t185335-S,ang20171006t185335,10/6/17,18:53:35,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.016,0.011,2.95,0.46,171,116,Altamont Landfill & Resource Recovery
SLF001,37.756446,-121.657357,37.756446,-121.657357,ang20171006t190448-K,ang20171006t190448,10/6/17,19:04:48,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.009,0.001,3.07,0.43,104,21,Altamont Landfill & Resource Recovery
SLF020,38.517834,-121.187623,38.517834,-121.187623,ang20171005t212155-A,ang20171005t212155,10/5/17,21:21:55,LNF000540,landfill,4A1 Managed Waste Disposal Sites,0.007,0.003,3.9,0.06,96,41,Sacramento County Landfill
S01080,36.190023,-119.602802,36.190023,-119.602802,ang20170928t200057-A,ang20170928t200057,9/28/17,20:00:57,NA,dairy/manure,3A2 Manure Management,0.01,0.003,1.25,0.13,44,14,Wreden Ranch Dairy
S01081,36.189702,-119.607458,36.189702,-119.607458,ang20170928t200057-B,ang20170928t200057,9/28/17,20:00:57,NA,dairy/manure,3A2 Manure Management,0.025,0.005,1.25,0.13,113,26,Wreden Ranch Dairy
S01082,36.036954,-119.347501,36.036954,-119.347501,ang20170928t195131-A,ang20170928t195131,9/28/17,19:51:31,DAF000499,dairy/manure,3A2 Manure Management,0.02,0.002,0.76,0.11,,,Schott Dairy
S01083,35.213267,-119.185702,35.213267,-119.185702,ang20170926t220655-D,ang20170926t220655,9/26/17,22:06:55,DAF000649,dairy/manure,3A2 Manure Management,0.012,0.003,2.45,0.16,110,24,Newhouse Dairy
S01094,36.330461,-119.568026,36.330461,-119.568026,ang20170916t182821-A,ang20170916t182821,9/16/17,18:28:21,NA,dairy/manure,3A2 Manure Management,0.019,0.004,0.54,0.28,,,Giacomazzi Dairy
S01096,36.266707,-119.406327,36.266707,-119.406327,ang20170916t190824-B,ang20170916t190824,9/16/17,19:08:24,DAF000382,dairy/manure,3A2 Manure Management,0.019,0.008,1.33,0.15,90,37,Hamstra Dairy Complex
S01097,36.248939,-119.496711,36.248939,-119.496711,ang20170916t191839-C,ang20170916t191839,9/16/17,19:18:39,DAF000724,dairy/manure,3A2 Manure Management,0.01,0.004,1.75,0.12,66,25,Unknown dairy 10
S01098,36.164198,-119.53484,36.164198,-119.53484,ang20170916t201922-A,ang20170916t201922,9/16/17,20:19:22,DAF000009,dairy/manure,3A2 Manure Management,0.043,0.014,2.18,0.18,334,112,Unknown dairy 4
S01099,36.170524,-119.423434,36.170524,-119.423434,ang20170916t201922-B,ang20170916t201922,9/16/17,20:19:22,DAF000753,dairy/manure,3A2 Manure Management,0.012,0,2.18,0.18,94,9,Unknown dairy 26
S01100,36.134338,-119.458849,36.134338,-119.458849,ang20170916t203813-A,ang20170916t203813,9/16/17,20:38:13,DAF000201,dairy/manure,3A2 Manure Management,0.025,0.01,2.18,0.07,198,77,Rio Blanco Dairy
S01101,36.088507,-119.379356,36.088507,-119.379356,ang20170916t211424-A,ang20170916t211424,9/16/17,21:14:24,DAF000403,dairy/manure,3A2 Manure Management,0.027,0.004,3.5,0.34,337,59,Horizon Jerseys Dairy
S01103,36.387637,-119.380427,36.387637,-119.380427,ang20170919t194958-B,ang20170919t194958,9/19/17,19:49:58,DAF000205,landfill,4A1 Managed Waste Disposal Sites,0.013,0.001,4.62,0.1,215,13,Visalia Disposal Site
SLF023,34.333572,-118.52219,34.333572,-118.52219,ang20171026t215522-A,ang20171026t215522,10/26/17,21:55:22,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.092,0.026,1.23,0.52,407,208,Sunshine Canyon Landfill
SLF023,34.329963,-118.519548,34.329963,-118.519548,ang20170918t213632-B,ang20170918t213632,9/18/17,21:36:32,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.031,0.008,3.75,0.67,423,133,Sunshine Canyon Landfill
SLF023,34.327527,-118.514682,34.327527,-118.514682,ang20171016t190200-B,ang20171016t190200,10/16/17,19:02:00,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.004,0.001,3.79,0.79,51,14,Sunshine Canyon Landfill
SLF023,34.326453,-118.511277,34.326453,-118.511277,ang20170309t191857-D,ang20170309t191857,3/9/17,19:18:57,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.071,0.025,2.72,1.43,696,439,Sunshine Canyon Landfill
SLF023,34.33232,-118.515602,34.33232,-118.515602,ang20170918t202601-B,ang20170918t202601,9/18/17,20:26:01,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.014,0.004,3.49,0.56,181,63,Sunshine Canyon Landfill
S01117,35.474632,-119.431141,35.474632,-119.431141,ang20171113t191546-B,ang20171113t191546,11/13/17,19:15:46,DAF000888,dairy/manure,3A2 Manure Management,0.026,0.006,1.14,0.13,,,West-Star North Dairy
S01117,35.474632,-119.431141,35.474632,-119.431141,ang20171113t203745-A,ang20171113t203745,11/13/17,20:37:45,DAF000888,dairy/manure,3A2 Manure Management,0.103,0.016,1.55,0.12,573,100,West-Star North Dairy
S01119,35.473393,-119.431685,35.473393,-119.431685,ang20170915t174311-B,ang20170915t174311,9/15/17,17:43:11,DAF000888,dairy/manure,3A2 Manure Management,0.011,0.004,1.74,0.13,72,27,West-Star North Dairy
S01120,35.473197,-119.43327,35.473197,-119.43327,ang20170915t174749-A,ang20170915t174749,9/15/17,17:47:49,DAF000888,dairy/manure,3A2 Manure Management,0.041,0.009,1.78,0.14,263,64,West-Star North Dairy
S01120,35.473197,-119.43327,35.473197,-119.43327,ang20170915t180634-A,ang20170915t180634,9/15/17,18:06:34,DAF000888,dairy/manure,3A2 Manure Management,0.025,0.004,3.39,0.13,301,54,West-Star North Dairy
S01120,35.473197,-119.43327,35.473197,-119.43327,ang20170920t190925-B,ang20170920t190925,9/20/17,19:09:25,DAF000888,dairy/manure,3A2 Manure Management,0.074,0.022,3.51,0.28,939,291,West-Star North Dairy
S01121,35.472841,-119.430768,35.472841,-119.430768,ang20170915t174749-C,ang20170915t174749,9/15/17,17:47:49,DAF000888,dairy/manure,3A2 Manure Management,0.007,0.005,1.78,0.14,45,30,West-Star North Dairy
S01123,35.475418,-119.432672,35.475418,-119.432672,ang20170915t181122-A,ang20170915t181122,9/15/17,18:11:22,DAF000888,dairy/manure,3A2 Manure Management,0.011,0.004,2.63,0.19,100,42,West-Star North Dairy
S01123,35.475418,-119.432672,35.475418,-119.432672,ang20170920t190925-A,ang20170920t190925,9/20/17,19:09:25,DAF000888,dairy/manure,3A2 Manure Management,0.004,0.001,3.51,0.28,53,19,West-Star North Dairy
SLF025,34.405393,-118.995761,34.405393,-118.995761,ang20171016t212508-B,ang20171016t212508,10/16/17,21:25:08,LNF000638,landfill,4A1 Managed Waste Disposal Sites,0.032,0.012,3.67,0.74,428,181,Toland Road Landfill
SLF025,34.405393,-118.995761,34.405393,-118.995761,ang20171016t213656-B,ang20171016t213656,10/16/17,21:36:56,LNF000638,landfill,4A1 Managed Waste Disposal Sites,0.018,0.006,3.67,0.74,242,96,Toland Road Landfill
SLF025,34.403808,-118.996014,34.403808,-118.996014,ang20171016t202900-C,ang20171016t202900,10/16/17,20:29:00,LNF000638,landfill,4A1 Managed Waste Disposal Sites,0.089,0.015,2.44,1.2,781,406,Toland Road Landfill
SLF025,34.403808,-118.996014,34.403808,-118.996014,ang20171016t204547-C,ang20171016t204547,10/16/17,20:45:47,LNF000638,landfill,4A1 Managed Waste Disposal Sites,0.042,0.01,2.44,1.2,371,202,Toland Road Landfill
S01131,35.16628,-119.097333,35.16628,-119.097333,ang20170920t184730-A,ang20170920t184730,9/20/17,18:47:30,DAF000104,dairy/manure,3A2 Manure Management,0.018,0.004,3.8,0.3,249,59,Bidart Dairy No. 2
S01132,35.165846,-119.105358,35.165846,-119.105358,ang20171026t202604-A,ang20171026t202604,10/26/17,20:26:04,DAF000104,dairy/manure,3A2 Manure Management,0.01,0.002,2.81,0.1,104,17,Bidart Dairy No. 2
S01133,33.928061,-118.429593,33.928061,-118.429593,ang20160910t193531-A,ang20160910t193531,9/10/16,19:35:31,WWT000068,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.013,0.003,2.47,0.65,114,41,Hyperion Wastewater Treatment Facility
S01134,35.470629,-119.062591,35.470629,-119.062591,ang20161008t210116-B,ang20161008t210116,10/8/16,21:01:16,LNF000335,oil/gas pumpjack,1B2 Oil & Natural Gas,0.01,0.002,3.76,0.71,139,34,Kern Front Oil & Gas Field
S01134,35.470629,-119.062591,35.470629,-119.062591,ang20161008t210604-B,ang20161008t210604,10/8/16,21:06:04,LNF000335,oil/gas pumpjack,1B2 Oil & Natural Gas,0.008,0.001,3.76,0.71,108,28,Kern Front Oil & Gas Field
S01134,35.470629,-119.062591,35.470629,-119.062591,ang20161008t212816-A,ang20161008t212816,10/8/16,21:28:16,LNF000335,oil/gas pumpjack,1B2 Oil & Natural Gas,0.006,0.001,3.76,0.71,83,20,Kern Front Oil & Gas Field
S01135,35.456431,-119.049809,35.456431,-119.049809,ang20161025t193700-A,ang20161025t193700,10/25/16,19:37:00,FLD000207,oil/gas pumpjack,1B2 Oil & Natural Gas,0.012,0.003,2.92,0.35,131,31,Kern Front Oil & Gas Field
S01136,35.289351,-119.514675,35.289351,-119.514675,ang20170620t164237-I,ang20170620t164237,6/20/17,16:42:37,FLD000140,oil/gas gathering line,1B2 Oil & Natural Gas,0.012,0.002,1.18,0.81,49,34,Elk Hills Oil & Gas Field
S01137,35.177193,-119.123291,35.177193,-119.123291,ang20171026t202024-B,ang20171026t202024,10/26/17,20:20:24,DAF000891,dairy/manure - digester,3A2 Manure Management,0.042,0.01,2.83,0.09,426,102,Carlos Echeverria & Sons Dairy
S01138,38.014542,-122.11423,38.014542,-122.11423,ang20170910t200709-C,ang20170910t200709,9/10/17,20:07:09,REF000019,refinery,1A1 Energy Industries,0.016,0.004,2.39,0.32,,,Shell Oil Products US - Martinez
S01139,35.177193,-119.123291,35.177193,-119.123291,ang20171026t202024-C,ang20171026t202024,10/26/17,20:20:24,DAF000523,dairy/manure - digester,3A2 Manure Management,0.072,0.021,2.83,0.09,730,211,Carlos Echeverria & Sons Dairy
SLF001,37.753073,-121.654641,37.753073,-121.654641,ang20170618t183142-B,ang20170618t183142,6/18/17,18:31:42,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.09,0.023,3.59,0.19,1160,302,Altamont Landfill & Resource Recovery
SLF001,37.753073,-121.654641,37.753073,-121.654641,ang20171006t184753-G,ang20171006t184753,10/6/17,18:47:53,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.003,0.001,2.95,0.46,,,Altamont Landfill & Resource Recovery
SLF001,37.753073,-121.654641,37.753073,-121.654641,ang20171006t191011-L,ang20171006t191011,10/6/17,19:10:11,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.012,0.004,3.07,0.43,,,Altamont Landfill & Resource Recovery
SLF001,37.753039,-121.648198,37.753039,-121.648198,ang20170618t183142-E,ang20170618t183142,6/18/17,18:31:42,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.024,0.023,3.59,0.19,304,293,Altamont Landfill & Resource Recovery
SLF001,37.753039,-121.648198,37.753039,-121.648198,ang20171006t185859-H,ang20171006t185859,10/6/17,18:58:59,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.067,0.034,2.95,0.46,712,380,Altamont Landfill & Resource Recovery
SLF001,37.754401,-121.649038,37.754401,-121.649038,ang20171006t185335-M,ang20171006t185335,10/6/17,18:53:35,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.004,0.002,2.95,0.46,44,18,Altamont Landfill & Resource Recovery
SLF001,37.756183,-121.64937,37.756183,-121.64937,ang20171006t184157-K,ang20171006t184157,10/6/17,18:41:57,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.01,0.001,2.95,0.46,105,21,Altamont Landfill & Resource Recovery
SLF001,37.756183,-121.64937,37.756183,-121.64937,ang20171006t185859-J,ang20171006t185859,10/6/17,18:58:59,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.06,0.031,2.95,0.46,635,339,Altamont Landfill & Resource Recovery
SLF001,37.756183,-121.64937,37.756183,-121.64937,ang20171006t190448-H,ang20171006t190448,10/6/17,19:04:48,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.007,0,3.07,0.43,83,12,Altamont Landfill & Resource Recovery
SLF001,37.749203,-121.650146,37.749203,-121.650146,ang20170618t183142-G,ang20170618t183142,6/18/17,18:31:42,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.003,0.002,3.59,0.19,45,25,Altamont Landfill & Resource Recovery
SLF001,37.754618,-121.65456,37.754618,-121.65456,ang20171006t184157-H,ang20171006t184157,10/6/17,18:41:57,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.003,0.002,2.95,0.46,32,23,Altamont Landfill & Resource Recovery
SLF001,37.755562,-121.655229,37.755562,-121.655229,ang20171006t184753-D,ang20171006t184753,10/6/17,18:47:53,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.01,0.003,2.95,0.46,106,36,Altamont Landfill & Resource Recovery
SLF018,38.210109,-121.972806,38.210109,-121.972806,ang20171006t181027-E,ang20171006t181027,10/6/17,18:10:27,LNF000503,landfill,4A1 Managed Waste Disposal Sites,0.01,0.006,2.04,0.19,72,46,Potrero Hills Landfill
SLF018,38.209149,-121.971477,38.209149,-121.971477,ang20171006t182928-E,ang20171006t182928,10/6/17,18:29:28,LNF000503,landfill,4A1 Managed Waste Disposal Sites,0.029,0.01,2.04,0.19,217,73,Potrero Hills Landfill
SLF018,38.209104,-121.974465,38.209104,-121.974465,ang20171006t182928-F,ang20171006t182928,10/6/17,18:29:28,LNF000503,landfill,4A1 Managed Waste Disposal Sites,0.037,0.022,2.04,0.19,273,167,Potrero Hills Landfill
SLF018,38.20819,-121.971588,38.20819,-121.971588,ang20171006t181027-B,ang20171006t181027,10/6/17,18:10:27,LNF000503,landfill,4A1 Managed Waste Disposal Sites,0.043,0.013,2.04,0.19,318,100,Potrero Hills Landfill
SLF018,38.20819,-121.971588,38.20819,-121.971588,ang20171006t182247-B,ang20171006t182247,10/6/17,18:22:47,LNF000503,landfill,4A1 Managed Waste Disposal Sites,0.01,0.001,2.04,0.19,77,10,Potrero Hills Landfill
SLF018,38.20894,-121.975942,38.20894,-121.975942,ang20171006t181027-H,ang20171006t181027,10/6/17,18:10:27,LNF000503,landfill,4A1 Managed Waste Disposal Sites,0.132,0.032,2.04,0.19,968,252,Potrero Hills Landfill
SLF018,38.20894,-121.975942,38.20894,-121.975942,ang20171006t182247-H,ang20171006t182247,10/6/17,18:22:47,LNF000503,landfill,4A1 Managed Waste Disposal Sites,0.119,0.039,2.04,0.19,872,296,Potrero Hills Landfill
SLF018,38.208801,-121.980818,38.208801,-121.980818,ang20171006t181027-I,ang20171006t181027,10/6/17,18:10:27,LNF000503,landfill,4A1 Managed Waste Disposal Sites,0.038,0.01,2.04,0.19,276,75,Potrero Hills Landfill
SLF019,38.16911,-122.565631,38.16911,-122.565631,ang20170617t200737-C,ang20170617t200737,6/17/17,20:07:37,LNF000518,landfill,4A1 Managed Waste Disposal Sites,0.02,0.004,5.58,0.42,406,83,Redwood Landfill
SLF019,38.16911,-122.565631,38.16911,-122.565631,ang20170620t221828-B,ang20170620t221828,6/20/17,22:18:28,LNF000518,landfill,4A1 Managed Waste Disposal Sites,0.006,0.004,3.58,0.96,76,60,Redwood Landfill
SLF019,38.16911,-122.565631,38.16911,-122.565631,ang20171005t203234-B,ang20171005t203234,10/5/17,20:32:34,LNF000518,landfill,4A1 Managed Waste Disposal Sites,0.008,0.002,1.39,0.34,42,15,Redwood Landfill
SLF019,38.166583,-122.562899,38.166583,-122.562899,ang20170620t221828-C,ang20170620t221828,6/20/17,22:18:28,LNF000518,landfill,4A1 Managed Waste Disposal Sites,0.01,0.004,3.58,0.96,123,57,Redwood Landfill
SLF019,38.166583,-122.562899,38.166583,-122.562899,ang20171005t203234-C,ang20171005t203234,10/5/17,20:32:34,LNF000518,landfill,4A1 Managed Waste Disposal Sites,0.011,0.003,1.39,0.34,56,20,Redwood Landfill
SLF019,38.163702,-122.562459,38.163702,-122.562459,ang20170617t200737-E,ang20170617t200737,6/17/17,20:07:37,LNF000518,landfill,4A1 Managed Waste Disposal Sites,0.011,0.001,5.58,0.42,227,29,Redwood Landfill
SLF019,38.163702,-122.562459,38.163702,-122.562459,ang20170620t221828-D,ang20170620t221828,6/20/17,22:18:28,LNF000518,landfill,4A1 Managed Waste Disposal Sites,0.022,0.002,3.58,0.96,287,83,Redwood Landfill
SLF019,38.16244,-122.562501,38.16244,-122.562501,ang20171005t203234-E,ang20171005t203234,10/5/17,20:32:34,LNF000518,landfill,4A1 Managed Waste Disposal Sites,0.029,0.009,1.39,0.34,146,56,Redwood Landfill
SLF003,35.348247,-118.764062,35.348247,-118.764062,ang20170913t214139-A,ang20170913t214139,9/13/17,21:41:39,LNF000042,landfill,4A1 Managed Waste Disposal Sites,0.009,0.002,4.66,0.24,152,31,Bakersfield Metropolitan (Bena) SLF
